id,name,type,breed,age,energy_level,size,good_with_kids,health_condition,other_pets_compatibility,environment_suitability,special_needs,location
6938,Pet6938,Cat,Bengal,9,1,Large,No,None,Yes,Farm,Mobility issue,Phoenix
6939,Pet6939,Dog,German Shepherd,8,3,Large,No,Vaccinated,No,Apartment,None,Dallas
6940,Pet6940,Cat,Sphynx,10,1,Medium,No,None,Maybe,Apartment,None,Phoenix
6941,Pet6941,Dog,German Shepherd,6,2,Small,No,None,Yes,House,Behavioral support,Chicago
6942,Pet6942,Cat,Sphynx,7,2,Small,Yes,Allergies,No,House,Behavioral support,Philadelphia
6943,Pet6943,Cat,Siamese,5,2,Medium,Yes,Vaccinated,No,Apartment,Mobility issue,San Jose
6944,Pet6944,Cat,Persian,3,1,Large,Yes,Vaccinated,Maybe,House,None,Houston
6945,Pet6945,Dog,Bulldog,9,3,Medium,No,Allergies,Maybe,Apartment,Mobility issue,Dallas
6946,Pet6946,Dog,Poodle,8,1,Large,Yes,None,No,Apartment,Behavioral support,Los Angeles
6947,Pet6947,Cat,Sphynx,8,3,Medium,No,None,Maybe,House,Mobility issue,San Diego
6948,Pet6948,Cat,Persian,5,3,Small,No,Allergies,Maybe,House,Mobility issue,Houston
6949,Pet6949,Dog,Bulldog,8,2,Large,No,Vaccinated,Yes,House,Behavioral support,Los Angeles
6950,Pet6950,Cat,Siamese,1,3,Medium,Yes,Neutered,Yes,House,None,San Jose
6951,Pet6951,Cat,Persian,7,1,Medium,No,Vaccinated,No,Farm,Behavioral support,Philadelphia
6952,Pet6952,Cat,Sphynx,4,2,Small,No,None,Maybe,Farm,Mobility issue,Dallas
6953,Pet6953,Cat,Siamese,4,2,Small,No,None,Yes,Apartment,None,Houston
6954,Pet6954,Dog,Labrador,5,1,Small,Yes,None,Maybe,Apartment,Behavioral support,New York
6955,Pet6955,Cat,Sphynx,3,3,Large,Yes,None,Maybe,House,Behavioral support,Phoenix
6956,Pet6956,Cat,Bengal,1,2,Medium,No,Neutered,Yes,House,Mobility issue,New York
6957,Pet6957,Dog,Labrador,1,1,Large,Yes,None,Yes,Farm,Behavioral support,Chicago
6958,Pet6958,Dog,Labrador,2,3,Large,Yes,None,Maybe,Farm,Behavioral support,New York
6959,Pet6959,Dog,German Shepherd,1,2,Small,Yes,Neutered,No,Farm,None,San Antonio
6960,Pet6960,Dog,Bulldog,6,2,Medium,No,Vaccinated,Maybe,Farm,Behavioral support,New York
6961,Pet6961,Cat,Sphynx,5,1,Large,No,Neutered,Yes,Apartment,Mobility issue,Los Angeles
6962,Pet6962,Dog,German Shepherd,6,1,Small,No,None,No,Farm,Mobility issue,Philadelphia
6963,Pet6963,Dog,Beagle,6,2,Small,Yes,None,Yes,Apartment,Behavioral support,San Diego
6964,Pet6964,Cat,Maine Coon,5,1,Large,No,None,Yes,Apartment,Behavioral support,Philadelphia
6965,Pet6965,Cat,Sphynx,5,2,Large,Yes,None,Maybe,Farm,None,Houston
6966,Pet6966,Cat,Siamese,8,3,Medium,No,Neutered,Maybe,Farm,Behavioral support,Dallas
6967,Pet6967,Dog,Bulldog,2,2,Medium,Yes,Vaccinated,Maybe,House,Behavioral support,San Diego
6968,Pet6968,Dog,Labrador,5,3,Small,Yes,None,Yes,Farm,Mobility issue,San Diego
6969,Pet6969,Cat,Sphynx,2,1,Large,Yes,None,Maybe,Apartment,Mobility issue,Los Angeles
6970,Pet6970,Dog,German Shepherd,6,2,Medium,Yes,Vaccinated,No,Apartment,Mobility issue,San Antonio
6971,Pet6971,Dog,German Shepherd,10,3,Large,No,Allergies,Yes,House,None,Houston
6972,Pet6972,Cat,Persian,6,1,Medium,Yes,Allergies,Yes,Apartment,None,San Antonio
6973,Pet6973,Cat,Sphynx,10,3,Medium,No,Allergies,Yes,Farm,Mobility issue,San Jose
6974,Pet6974,Cat,Sphynx,10,1,Large,Yes,Vaccinated,Maybe,House,Behavioral support,San Jose
6975,Pet6975,Cat,Persian,1,3,Small,No,None,Yes,Farm,Behavioral support,Los Angeles
6976,Pet6976,Dog,Beagle,9,3,Large,No,Neutered,No,Farm,Mobility issue,New York
6977,Pet6977,Dog,Poodle,4,3,Large,No,Allergies,Maybe,Apartment,Behavioral support,Phoenix
6978,Pet6978,Cat,Sphynx,10,3,Medium,Yes,None,No,House,Behavioral support,Philadelphia
6979,Pet6979,Dog,German Shepherd,9,1,Small,Yes,Allergies,Yes,Farm,Mobility issue,San Diego
6980,Pet6980,Dog,German Shepherd,10,2,Medium,No,Neutered,Maybe,Apartment,Behavioral support,San Diego
6981,Pet6981,Dog,German Shepherd,3,2,Medium,No,None,Maybe,Apartment,Behavioral support,San Jose
6982,Pet6982,Dog,Labrador,6,1,Large,Yes,Vaccinated,No,House,None,Chicago
6983,Pet6983,Dog,Beagle,9,2,Large,Yes,Allergies,No,Farm,Behavioral support,Chicago
6984,Pet6984,Dog,Poodle,4,3,Medium,Yes,Allergies,Maybe,Farm,None,Phoenix
6985,Pet6985,Dog,Labrador,5,2,Medium,No,None,Yes,Farm,Behavioral support,Dallas
6986,Pet6986,Dog,Bulldog,1,3,Medium,No,Allergies,Yes,Apartment,Behavioral support,Chicago
6987,Pet6987,Cat,Bengal,2,3,Large,No,Vaccinated,Yes,Farm,Mobility issue,New York
6988,Pet6988,Dog,Labrador,1,1,Medium,Yes,None,No,Apartment,Behavioral support,Chicago
6989,Pet6989,Cat,Persian,3,2,Large,No,None,Maybe,Farm,Mobility issue,San Antonio
6990,Pet6990,Dog,Labrador,3,3,Large,No,Allergies,Maybe,House,None,Dallas
6991,Pet6991,Dog,German Shepherd,2,2,Medium,Yes,None,Maybe,Apartment,Behavioral support,New York
6992,Pet6992,Dog,German Shepherd,10,1,Small,No,Neutered,Yes,House,None,Chicago
6993,Pet6993,Dog,Poodle,1,2,Large,No,None,Maybe,Farm,Behavioral support,Phoenix
6994,Pet6994,Cat,Sphynx,5,3,Small,Yes,None,Yes,Apartment,Mobility issue,Chicago
6995,Pet6995,Dog,Poodle,3,2,Large,Yes,None,Yes,House,Behavioral support,Houston
6996,Pet6996,Cat,Sphynx,6,2,Large,Yes,Neutered,Maybe,House,None,Phoenix
6997,Pet6997,Dog,Bulldog,3,1,Medium,Yes,Neutered,No,Apartment,None,New York
6998,Pet6998,Cat,Siamese,9,3,Small,No,Allergies,Yes,Apartment,Behavioral support,Houston
6999,Pet6999,Cat,Siamese,10,1,Large,No,Neutered,No,Farm,None,Chicago
7000,Pet7000,Cat,Siamese,8,2,Small,No,Allergies,Yes,Farm,None,Chicago
7001,Pet7001,Dog,German Shepherd,8,1,Small,Yes,Vaccinated,Yes,House,None,Los Angeles
7002,Pet7002,Dog,German Shepherd,10,3,Small,Yes,Neutered,Yes,Farm,None,Dallas
7003,Pet7003,Cat,Maine Coon,5,2,Small,Yes,Neutered,No,House,None,New York
7004,Pet7004,Cat,Sphynx,7,2,Small,No,None,No,House,None,Chicago
7005,Pet7005,Dog,Poodle,1,2,Medium,Yes,Neutered,Maybe,House,None,San Jose
7006,Pet7006,Dog,Beagle,4,1,Small,No,Vaccinated,Yes,Farm,None,San Antonio
7007,Pet7007,Dog,Bulldog,5,1,Small,Yes,Vaccinated,Maybe,Apartment,Behavioral support,Chicago
7008,Pet7008,Cat,Bengal,5,3,Large,No,None,No,Farm,Behavioral support,Phoenix
7009,Pet7009,Cat,Maine Coon,6,1,Medium,No,Allergies,Maybe,Apartment,None,Phoenix
7010,Pet7010,Dog,Bulldog,3,2,Medium,Yes,Allergies,Maybe,Apartment,None,Philadelphia
7011,Pet7011,Dog,Labrador,6,2,Large,No,None,Maybe,House,None,New York
7012,Pet7012,Cat,Bengal,6,1,Medium,Yes,Allergies,No,Farm,Mobility issue,Chicago
7013,Pet7013,Dog,Beagle,3,2,Small,Yes,None,Maybe,Farm,None,Phoenix
7014,Pet7014,Dog,Bulldog,8,3,Medium,No,Neutered,Yes,House,Mobility issue,New York
7015,Pet7015,Dog,German Shepherd,9,3,Medium,No,Vaccinated,Yes,Apartment,None,San Jose
7016,Pet7016,Cat,Bengal,4,1,Small,No,None,Maybe,Farm,None,Philadelphia
7017,Pet7017,Dog,Bulldog,9,1,Large,No,None,Maybe,Apartment,None,San Diego
7018,Pet7018,Dog,Labrador,5,3,Medium,Yes,Neutered,Maybe,Farm,Behavioral support,Philadelphia
7019,Pet7019,Dog,Bulldog,2,1,Large,Yes,Allergies,No,House,Behavioral support,Houston
7020,Pet7020,Dog,German Shepherd,9,1,Medium,Yes,Vaccinated,Yes,Farm,Behavioral support,Chicago
7021,Pet7021,Cat,Maine Coon,7,1,Small,Yes,Vaccinated,Yes,House,Behavioral support,San Antonio
7022,Pet7022,Dog,Labrador,2,1,Large,No,Allergies,No,House,None,San Jose
7023,Pet7023,Dog,German Shepherd,4,3,Small,Yes,Allergies,Yes,Apartment,Behavioral support,San Diego
7024,Pet7024,Cat,Bengal,10,2,Medium,No,None,Yes,House,None,Los Angeles
7025,Pet7025,Dog,Labrador,5,2,Small,No,Vaccinated,No,Farm,Mobility issue,New York
7026,Pet7026,Cat,Persian,2,1,Small,No,Allergies,Yes,Farm,Mobility issue,Los Angeles
7027,Pet7027,Dog,Poodle,2,2,Small,No,Allergies,Maybe,Farm,None,San Diego
7028,Pet7028,Dog,Poodle,8,2,Small,Yes,None,No,House,Mobility issue,Los Angeles
7029,Pet7029,Cat,Persian,6,3,Medium,Yes,Allergies,No,House,Behavioral support,San Jose
7030,Pet7030,Cat,Persian,9,3,Large,Yes,Neutered,No,Apartment,Behavioral support,San Jose
7031,Pet7031,Cat,Bengal,2,2,Large,Yes,None,Maybe,House,Mobility issue,Los Angeles
7032,Pet7032,Cat,Sphynx,2,3,Small,Yes,None,Yes,Farm,Mobility issue,San Antonio
7033,Pet7033,Cat,Bengal,6,3,Medium,No,Vaccinated,Maybe,Farm,Mobility issue,Philadelphia
7034,Pet7034,Dog,Poodle,3,1,Large,No,Allergies,No,Apartment,Behavioral support,Phoenix
7035,Pet7035,Cat,Bengal,9,3,Small,Yes,Allergies,Yes,House,None,New York
7036,Pet7036,Cat,Maine Coon,9,2,Large,Yes,Allergies,Maybe,Farm,Mobility issue,San Jose
7037,Pet7037,Cat,Sphynx,5,2,Large,Yes,None,No,House,None,Los Angeles
7038,Pet7038,Cat,Maine Coon,5,2,Small,Yes,Neutered,Maybe,Apartment,Mobility issue,Chicago
7039,Pet7039,Cat,Sphynx,10,1,Medium,Yes,None,No,Apartment,None,Philadelphia
7040,Pet7040,Dog,Bulldog,10,2,Medium,No,Allergies,Maybe,Farm,Mobility issue,San Diego
7041,Pet7041,Dog,Poodle,3,1,Medium,Yes,None,Maybe,Farm,Mobility issue,San Jose
7042,Pet7042,Cat,Persian,5,1,Large,No,Vaccinated,No,Farm,None,New York
7043,Pet7043,Dog,Poodle,1,2,Medium,Yes,None,No,Apartment,Behavioral support,New York
7044,Pet7044,Dog,German Shepherd,4,1,Large,Yes,Vaccinated,Maybe,Farm,Mobility issue,San Diego
7045,Pet7045,Dog,Beagle,9,2,Small,Yes,Allergies,No,Apartment,Mobility issue,San Antonio
7046,Pet7046,Cat,Persian,2,3,Small,No,None,Yes,House,Behavioral support,San Diego
7047,Pet7047,Dog,Labrador,8,2,Small,No,Neutered,Maybe,House,None,San Antonio
7048,Pet7048,Dog,Beagle,7,1,Large,No,Neutered,Maybe,Farm,Behavioral support,Dallas
7049,Pet7049,Dog,Beagle,10,3,Large,Yes,Neutered,No,Farm,Mobility issue,San Jose
7050,Pet7050,Cat,Bengal,2,2,Large,Yes,Vaccinated,Yes,Farm,Mobility issue,New York
7051,Pet7051,Cat,Bengal,5,2,Small,No,None,Maybe,Farm,None,San Diego
7052,Pet7052,Cat,Sphynx,3,3,Large,No,Allergies,Maybe,Farm,None,Houston
7053,Pet7053,Dog,Labrador,9,3,Small,Yes,Neutered,Yes,House,None,San Diego
7054,Pet7054,Dog,Beagle,1,3,Small,No,Vaccinated,Maybe,House,None,Chicago
7055,Pet7055,Dog,German Shepherd,8,3,Medium,No,Neutered,Yes,Apartment,Mobility issue,San Jose
7056,Pet7056,Dog,Labrador,5,3,Small,No,Vaccinated,Yes,Apartment,Mobility issue,San Antonio
7057,Pet7057,Dog,German Shepherd,9,3,Large,No,None,Maybe,Apartment,Mobility issue,Philadelphia
7058,Pet7058,Cat,Bengal,2,3,Medium,No,Neutered,Maybe,House,None,Houston
7059,Pet7059,Dog,Beagle,7,2,Large,Yes,Neutered,Yes,Farm,None,San Diego
7060,Pet7060,Dog,German Shepherd,10,2,Medium,No,Neutered,Maybe,Apartment,None,Los Angeles
7061,Pet7061,Dog,Poodle,5,1,Small,Yes,Vaccinated,Maybe,House,Behavioral support,San Antonio
7062,Pet7062,Cat,Persian,6,1,Large,Yes,Neutered,Maybe,Apartment,None,Phoenix
7063,Pet7063,Cat,Persian,1,1,Large,Yes,Allergies,Maybe,Farm,Mobility issue,San Diego
7064,Pet7064,Cat,Sphynx,9,1,Medium,Yes,Neutered,Maybe,Apartment,Behavioral support,San Antonio
7065,Pet7065,Cat,Persian,1,2,Large,Yes,Vaccinated,Yes,House,None,San Diego
7066,Pet7066,Dog,Bulldog,3,2,Small,Yes,Vaccinated,Maybe,Farm,Behavioral support,Dallas
7067,Pet7067,Dog,German Shepherd,1,3,Small,No,Vaccinated,No,House,None,Dallas
7068,Pet7068,Cat,Persian,3,1,Medium,No,None,Yes,House,Behavioral support,Houston
7069,Pet7069,Cat,Siamese,6,1,Small,No,Neutered,Maybe,Apartment,Mobility issue,San Jose
7070,Pet7070,Dog,Labrador,7,3,Medium,No,Vaccinated,No,Apartment,Behavioral support,Phoenix
7071,Pet7071,Cat,Bengal,3,1,Large,No,Neutered,Maybe,House,Behavioral support,San Antonio
7072,Pet7072,Cat,Bengal,10,3,Large,No,None,No,Farm,Mobility issue,Houston
7073,Pet7073,Dog,Bulldog,1,2,Medium,Yes,Vaccinated,No,Farm,Mobility issue,San Diego
7074,Pet7074,Cat,Maine Coon,1,3,Medium,Yes,Neutered,Yes,House,Behavioral support,Dallas
7075,Pet7075,Cat,Bengal,10,3,Small,No,Neutered,Yes,Apartment,None,San Jose
7076,Pet7076,Dog,German Shepherd,5,3,Large,No,None,No,Apartment,None,Phoenix
7077,Pet7077,Dog,Beagle,10,3,Medium,Yes,Neutered,Yes,House,Mobility issue,New York
7078,Pet7078,Cat,Siamese,10,1,Medium,No,Vaccinated,No,Apartment,None,Dallas
7079,Pet7079,Cat,Sphynx,1,3,Small,No,Vaccinated,No,House,None,San Jose
7080,Pet7080,Dog,Bulldog,2,1,Medium,No,None,No,Farm,Mobility issue,Phoenix
7081,Pet7081,Dog,Poodle,5,1,Small,No,Allergies,Yes,Farm,Behavioral support,Los Angeles
7082,Pet7082,Cat,Siamese,4,2,Medium,No,Allergies,Maybe,House,Behavioral support,Los Angeles
7083,Pet7083,Cat,Persian,7,2,Large,Yes,None,Yes,House,Behavioral support,San Jose
7084,Pet7084,Dog,German Shepherd,9,3,Medium,Yes,Vaccinated,Yes,House,Mobility issue,Dallas
7085,Pet7085,Dog,German Shepherd,2,2,Small,Yes,Allergies,Yes,Apartment,Behavioral support,Phoenix
7086,Pet7086,Dog,Labrador,1,1,Small,Yes,Vaccinated,Yes,Farm,Mobility issue,Los Angeles
7087,Pet7087,Cat,Siamese,10,1,Small,Yes,None,Yes,Farm,None,San Jose
7088,Pet7088,Cat,Persian,7,1,Small,Yes,Neutered,Yes,Farm,Mobility issue,New York
7089,Pet7089,Dog,Beagle,3,3,Large,No,Neutered,Yes,Apartment,Behavioral support,New York
7090,Pet7090,Dog,Poodle,3,1,Medium,Yes,None,No,Farm,None,San Antonio
7091,Pet7091,Dog,Labrador,7,2,Large,Yes,Allergies,No,Farm,Behavioral support,San Jose
7092,Pet7092,Dog,Beagle,10,1,Large,Yes,None,No,Farm,None,San Jose
7093,Pet7093,Dog,Bulldog,6,1,Large,Yes,Vaccinated,Maybe,Apartment,Behavioral support,San Jose
7094,Pet7094,Dog,Poodle,9,1,Large,No,Neutered,Maybe,House,Mobility issue,San Jose
7095,Pet7095,Dog,Poodle,5,2,Small,No,Allergies,Yes,Apartment,None,Chicago
7096,Pet7096,Cat,Sphynx,5,3,Small,No,None,No,Apartment,Mobility issue,New York
7097,Pet7097,Cat,Maine Coon,10,1,Small,Yes,Allergies,Maybe,Apartment,None,Chicago
7098,Pet7098,Cat,Sphynx,1,2,Large,No,Allergies,No,House,Mobility issue,Phoenix
7099,Pet7099,Cat,Maine Coon,2,1,Small,Yes,None,No,Apartment,Behavioral support,Chicago
7100,Pet7100,Cat,Persian,4,1,Large,Yes,None,Yes,Farm,None,Houston
7101,Pet7101,Cat,Sphynx,5,2,Small,Yes,Allergies,No,Apartment,Behavioral support,Chicago
7102,Pet7102,Dog,Bulldog,3,2,Large,No,Neutered,Maybe,Farm,None,San Jose
7103,Pet7103,Dog,Poodle,7,3,Small,Yes,Vaccinated,Maybe,Farm,None,San Diego
7104,Pet7104,Cat,Persian,10,2,Medium,Yes,Vaccinated,Yes,Apartment,Mobility issue,Chicago
7105,Pet7105,Cat,Bengal,9,3,Medium,No,Vaccinated,Yes,House,None,New York
7106,Pet7106,Cat,Bengal,1,3,Small,No,Neutered,Maybe,Apartment,None,Houston
7107,Pet7107,Dog,Labrador,1,1,Large,Yes,Neutered,Maybe,Apartment,Mobility issue,Los Angeles
7108,Pet7108,Dog,German Shepherd,1,1,Large,Yes,Neutered,Yes,Apartment,Mobility issue,Dallas
7109,Pet7109,Cat,Sphynx,2,2,Small,No,Vaccinated,No,Farm,None,Chicago
7110,Pet7110,Cat,Maine Coon,5,1,Small,No,Neutered,Maybe,House,Mobility issue,San Jose
7111,Pet7111,Cat,Maine Coon,6,1,Large,No,Vaccinated,Maybe,House,None,Los Angeles
7112,Pet7112,Cat,Maine Coon,3,1,Large,Yes,Allergies,Maybe,Farm,Mobility issue,Chicago
7113,Pet7113,Dog,Poodle,2,3,Medium,No,Allergies,No,House,None,San Antonio
7114,Pet7114,Dog,Beagle,5,1,Medium,No,None,Yes,House,Behavioral support,Chicago
7115,Pet7115,Cat,Sphynx,5,1,Small,Yes,Vaccinated,Yes,Apartment,None,Phoenix
7116,Pet7116,Dog,Labrador,1,1,Medium,Yes,None,Maybe,Apartment,None,San Antonio
7117,Pet7117,Cat,Siamese,5,3,Small,Yes,Neutered,No,Apartment,None,Houston
7118,Pet7118,Cat,Siamese,9,3,Small,No,Allergies,Yes,Apartment,Mobility issue,Philadelphia
7119,Pet7119,Cat,Maine Coon,2,2,Small,Yes,Neutered,No,Apartment,None,Dallas
7120,Pet7120,Dog,Bulldog,2,3,Medium,No,Neutered,Maybe,Farm,None,New York
7121,Pet7121,Cat,Persian,8,3,Large,Yes,Allergies,Maybe,House,Behavioral support,Chicago
7122,Pet7122,Cat,Bengal,9,2,Large,Yes,Vaccinated,No,Apartment,None,Dallas
7123,Pet7123,Dog,Poodle,2,3,Small,No,Neutered,No,Apartment,None,Phoenix
7124,Pet7124,Dog,German Shepherd,2,2,Large,Yes,Allergies,Maybe,Apartment,Mobility issue,San Jose
7125,Pet7125,Cat,Maine Coon,5,3,Large,Yes,Allergies,Maybe,House,Behavioral support,San Antonio
7126,Pet7126,Dog,Beagle,2,3,Small,No,Vaccinated,Yes,House,None,Chicago
7127,Pet7127,Cat,Sphynx,7,1,Small,No,Allergies,No,House,Mobility issue,San Diego
7128,Pet7128,Cat,Sphynx,9,3,Large,No,Neutered,Maybe,House,Behavioral support,Phoenix
7129,Pet7129,Dog,Beagle,4,3,Large,No,Neutered,No,Farm,None,New York
7130,Pet7130,Cat,Sphynx,7,3,Small,No,Neutered,No,Farm,Behavioral support,Dallas
7131,Pet7131,Dog,Beagle,2,2,Small,No,Neutered,Yes,Farm,Mobility issue,Los Angeles
7132,Pet7132,Dog,Bulldog,3,1,Medium,No,None,No,Apartment,Behavioral support,Phoenix
7133,Pet7133,Dog,Labrador,10,1,Large,No,Neutered,Yes,Farm,Behavioral support,Houston
7134,Pet7134,Dog,Bulldog,6,2,Small,No,Allergies,No,Apartment,Behavioral support,Dallas
7135,Pet7135,Cat,Bengal,1,1,Large,No,None,Maybe,Apartment,Mobility issue,San Antonio
7136,Pet7136,Dog,German Shepherd,2,1,Medium,No,Allergies,Yes,House,Behavioral support,Dallas
7137,Pet7137,Cat,Siamese,6,1,Large,No,Allergies,Yes,Apartment,Mobility issue,Dallas
7138,Pet7138,Dog,Beagle,1,2,Large,Yes,Allergies,No,House,Mobility issue,New York
7139,Pet7139,Cat,Bengal,9,2,Small,Yes,None,Yes,Apartment,Mobility issue,Los Angeles
7140,Pet7140,Cat,Persian,8,1,Small,Yes,Neutered,No,House,Behavioral support,New York
7141,Pet7141,Cat,Persian,3,3,Large,No,Vaccinated,No,Farm,Behavioral support,Philadelphia
7142,Pet7142,Cat,Siamese,7,3,Large,No,Allergies,Maybe,Farm,None,San Jose
7143,Pet7143,Dog,Bulldog,3,2,Small,No,Allergies,Maybe,Apartment,None,New York
7144,Pet7144,Dog,Poodle,2,2,Small,No,Allergies,No,Apartment,Mobility issue,San Antonio
7145,Pet7145,Dog,Beagle,1,1,Small,Yes,Vaccinated,No,Farm,Behavioral support,Chicago
7146,Pet7146,Dog,German Shepherd,3,1,Medium,Yes,None,Maybe,Farm,None,Dallas
7147,Pet7147,Dog,Labrador,2,2,Large,No,Neutered,Maybe,Farm,Behavioral support,San Diego
7148,Pet7148,Cat,Sphynx,5,2,Medium,Yes,Neutered,Yes,Farm,Mobility issue,San Diego
7149,Pet7149,Dog,Poodle,3,1,Large,Yes,None,Maybe,Farm,Behavioral support,Chicago
7150,Pet7150,Cat,Siamese,4,1,Small,Yes,Neutered,Maybe,Farm,Mobility issue,Chicago
7151,Pet7151,Dog,Bulldog,5,1,Medium,No,Neutered,Maybe,Apartment,None,Dallas
7152,Pet7152,Dog,Labrador,3,1,Small,No,None,Yes,Apartment,Mobility issue,Phoenix
7153,Pet7153,Cat,Persian,4,2,Small,Yes,Allergies,No,House,Mobility issue,Chicago
7154,Pet7154,Dog,German Shepherd,2,2,Small,Yes,Neutered,Maybe,Apartment,Mobility issue,San Jose
7155,Pet7155,Cat,Maine Coon,5,1,Large,Yes,Allergies,Yes,House,None,Dallas
7156,Pet7156,Cat,Sphynx,2,2,Large,Yes,Neutered,Yes,House,Behavioral support,Philadelphia
7157,Pet7157,Cat,Sphynx,4,1,Large,Yes,Vaccinated,Yes,Farm,None,San Diego
7158,Pet7158,Cat,Maine Coon,7,2,Medium,Yes,Neutered,No,Apartment,None,Chicago
7159,Pet7159,Dog,Beagle,5,2,Small,Yes,Allergies,No,Apartment,Behavioral support,Chicago
7160,Pet7160,Cat,Persian,1,2,Small,Yes,Allergies,No,Apartment,Behavioral support,San Jose
7161,Pet7161,Dog,Poodle,2,3,Large,Yes,Vaccinated,Yes,Farm,Behavioral support,Chicago
7162,Pet7162,Cat,Bengal,2,3,Medium,Yes,Neutered,Yes,Farm,Behavioral support,Dallas
7163,Pet7163,Cat,Persian,6,1,Small,No,None,Yes,House,Behavioral support,San Jose
7164,Pet7164,Dog,Bulldog,6,2,Large,Yes,Allergies,Maybe,Farm,Mobility issue,Los Angeles
7165,Pet7165,Dog,Beagle,5,2,Medium,No,Neutered,Yes,House,Behavioral support,San Jose
7166,Pet7166,Dog,Labrador,10,2,Large,No,Vaccinated,Yes,House,None,Dallas
7167,Pet7167,Dog,Labrador,3,1,Medium,No,Vaccinated,Maybe,Apartment,Behavioral support,Chicago
7168,Pet7168,Cat,Maine Coon,3,1,Medium,Yes,Vaccinated,Yes,Apartment,Behavioral support,Philadelphia
7169,Pet7169,Cat,Siamese,3,3,Medium,No,Neutered,Yes,Farm,Behavioral support,Dallas
7170,Pet7170,Dog,German Shepherd,1,1,Small,No,Vaccinated,No,Farm,Behavioral support,San Diego
7171,Pet7171,Cat,Persian,2,2,Small,No,Allergies,Maybe,Farm,None,Dallas
7172,Pet7172,Dog,Poodle,2,3,Large,Yes,Allergies,No,House,Behavioral support,San Jose
7173,Pet7173,Dog,Beagle,10,2,Small,No,Allergies,No,Farm,Mobility issue,San Diego
7174,Pet7174,Dog,Labrador,8,2,Large,No,Vaccinated,No,Apartment,Mobility issue,Phoenix
7175,Pet7175,Cat,Persian,2,3,Large,No,Allergies,Yes,House,Mobility issue,San Jose
7176,Pet7176,Cat,Sphynx,1,2,Small,Yes,None,No,Apartment,Behavioral support,Houston
7177,Pet7177,Dog,German Shepherd,8,1,Medium,Yes,Vaccinated,Maybe,Apartment,None,Houston
7178,Pet7178,Dog,Labrador,9,2,Large,Yes,Allergies,Maybe,Apartment,Behavioral support,San Antonio
7179,Pet7179,Dog,Poodle,7,3,Large,No,Neutered,Maybe,Apartment,None,Dallas
7180,Pet7180,Dog,Labrador,10,1,Large,Yes,None,Yes,Farm,Mobility issue,Los Angeles
7181,Pet7181,Cat,Siamese,5,3,Small,No,Neutered,No,Farm,Behavioral support,New York
7182,Pet7182,Cat,Siamese,8,3,Medium,No,Allergies,No,Apartment,Behavioral support,Philadelphia
7183,Pet7183,Cat,Sphynx,7,3,Small,No,None,No,Farm,None,New York
7184,Pet7184,Dog,Labrador,4,3,Large,No,None,Maybe,Farm,Behavioral support,Los Angeles
7185,Pet7185,Dog,Beagle,10,1,Small,Yes,None,Yes,Farm,Behavioral support,San Jose
7186,Pet7186,Cat,Bengal,7,3,Medium,Yes,Allergies,Maybe,House,None,San Diego
7187,Pet7187,Dog,German Shepherd,10,1,Medium,No,Vaccinated,Yes,Farm,Mobility issue,Philadelphia
7188,Pet7188,Dog,German Shepherd,6,3,Medium,Yes,Vaccinated,No,Farm,Behavioral support,Philadelphia
7189,Pet7189,Dog,Labrador,5,1,Small,No,Neutered,Yes,Farm,Behavioral support,San Antonio
7190,Pet7190,Cat,Siamese,9,3,Large,No,Vaccinated,Yes,House,None,Phoenix
7191,Pet7191,Dog,Beagle,10,3,Small,No,None,Maybe,Farm,Mobility issue,Houston
7192,Pet7192,Dog,Poodle,3,1,Small,Yes,Neutered,Maybe,Farm,Behavioral support,Dallas
7193,Pet7193,Cat,Bengal,3,3,Small,No,Allergies,Yes,House,None,Chicago
7194,Pet7194,Dog,German Shepherd,9,1,Medium,Yes,Neutered,Maybe,Apartment,None,Los Angeles
7195,Pet7195,Cat,Persian,7,1,Medium,No,Vaccinated,Yes,House,Mobility issue,New York
7196,Pet7196,Cat,Maine Coon,2,2,Medium,Yes,Vaccinated,No,Apartment,Behavioral support,San Jose
7197,Pet7197,Cat,Sphynx,10,2,Large,Yes,Vaccinated,Maybe,Farm,None,Dallas
7198,Pet7198,Dog,Poodle,7,1,Large,Yes,None,No,House,Mobility issue,Dallas
7199,Pet7199,Cat,Maine Coon,7,3,Small,Yes,Neutered,Maybe,Apartment,None,Philadelphia
7200,Pet7200,Cat,Siamese,4,2,Large,Yes,Allergies,Maybe,House,Mobility issue,Phoenix
7201,Pet7201,Dog,Poodle,7,1,Medium,No,None,No,Farm,None,Houston
7202,Pet7202,Cat,Sphynx,10,1,Large,No,Neutered,Yes,Farm,None,Phoenix
7203,Pet7203,Cat,Persian,5,2,Medium,No,Allergies,Yes,House,Behavioral support,San Antonio
7204,Pet7204,Dog,Beagle,5,3,Medium,Yes,Vaccinated,Yes,Apartment,None,New York
7205,Pet7205,Dog,German Shepherd,2,2,Small,No,Neutered,Yes,House,Behavioral support,Dallas
7206,Pet7206,Dog,Labrador,6,2,Large,No,Neutered,Yes,House,Behavioral support,Philadelphia
7207,Pet7207,Dog,Beagle,8,1,Large,Yes,None,Maybe,Farm,Mobility issue,San Diego
7208,Pet7208,Cat,Siamese,1,3,Medium,No,Vaccinated,Maybe,Apartment,Mobility issue,Dallas
